name,address,phone,fax,email,website,latitude,longitude
Auto-Center Torgau GmbH,"Gewerbering 5 , 04860 Torgau",+49 3421 72240,+49 3421 722420,info@vw-torgau.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-center-torgau.html,51.557384,12.967337
Autohaus Lampe GmbH,"Lange Straße 71 , 27804 Berne",+49 4406 93920,+49 4406 939299,m.drieling@autohaus-lampe.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-lampe-berne.html,53.18208,8.48258
Autohaus Warncke GmbH,"Bremer Landstraße 4 , 27412 Tarmstedt",+49 4283 8910,+49 4283 89150,info@autohaus-warncke.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-warncke-tarmstedt.html,53.222797,9.076133
"Jepsen Automobile, Zweigbetrieb der Jepsen Betriebs GmbH & Co. KG","Rosenhofer Straße 2a , 93073 Neutraubling",+49 9401 93980,+49 9401 9398111,info.skoda@jepsen-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-jepsen-neutraubling.html,48.98952,12.2198
Autohaus Kock GmbH & Co. KG,"Hauptstraße 2 , 26188 Edewecht",+49 4405 92400,+49 4405 924039,info@aza-edewecht.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kock-edewecht.html,53.13868,7.98892
Autohaus Klaiber GmbH,"Steigäcker 4 , 78582 Balgheim",+49 7424 95700,+49 7424 957022,info@auto-klaiber.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-klaiber-balgheim.html,48.06328,8.7667265
Auto Leitz GmbH,"Chamer Straße 49 , 93426 Roding",+49 9461 9138870,+49 9461 91388733,info-roding@auto-leitz.vapn.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-leitz-roding.html,49.19974,12.52349
Autohaus Moll GmbH,"Waldseer Straße 151 - 157 , 88400 Biberach",+49 7351 34800,+49 7351 348034,info@autohaus-moll.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-moll-biberach.html,48.079754,9.805808
Dinkel + Heiny GmbH,"Industriestraße 21 , 79341 Kenzingen",+49 7644 926970,+49 7644 9269720,info@dinkel-heiny.de,https://www.volkswagen.de/de/haendler-werkstatt/dinkel-heiny-kenzingen.html,48.20245,7.76791
AZA Autozentrale Ammerland GmbH,"Bertha-Benz-Straße 10 , 26160 Bad Zwischenahn",+49 4403 62520,+49 4403 625252,info@aza-zentrale.de,https://www.volkswagen.de/de/haendler-werkstatt/aza-autozentrale-ammerland-bad-zwischenahn.html,53.18274,8.07178
Autohaus Knaller GmbH & Co. KG,"Haunstetter Straße 75 , 86343 Königsbrunn",+49 8231 96200,+49 8231 962051,info@autohaus-knaller.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-knaller-koenigsbrunn.html,48.28333,10.89395
Autohaus Uhl GmbH,"Herbertinger Straße 33 , 88348 Bad Saulgau",+49 7581 50900,+49 7581 509080,info@vw-uhl.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-uhl-bad-saulgau.html,48.020294,9.492635
Franke Automobile GmbH & Co. KG,"Brander Straße 71 , 09599 Freiberg",+49 3731 678100,+49 3731 678150,vw@franke-auto.de,https://www.volkswagen.de/de/haendler-werkstatt/franke-automobile-freiberg.html,50.90171,13.33701
K & E Automobile GmbH,"Sandkamp 2 , 26842 Ostrhauderfehn",+49 4952 826633,+49 4952 8266350,,https://www.volkswagen.de/de/haendler-werkstatt/k-e-automobile-ostrhauderfehn.html,53.13616,7.60048
Autohaus Früchtl GmbH,"Am Lauser 1 , 93102 Pfatter",+49 9481 943840,+49 9481 94811628,info@autohaus-fruechtl.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-fruechtl-pfatter.html,48.95876,12.36933
Autohaus Lang GmbH,"Max-von-Müller-Straße 57 , 84056 Rottenburg",+49 8781 94440,+49 8781 944421,info@vw-lang.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-lang-rottenburg.html,48.710384,12.01698
Emil Schmolck GmbH,"Am Elzdamm 2 , 79312 Emmendingen",+49 7641 4602500,+49 7641 46028500,service03@schmolck.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-emil-schmolck-emmendingen.html,48.111275,7.851964
Autohaus Hoppe + Oppotsch GmbH,"Gut Rehorn 2 , 26180 Rastede",+49 4402 7222,+49 4402 7242,info@hoppe-oppotsch.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hoppe-oppotsch-rastede.html,53.27112,8.17222
Peter Kandziorra KG,"Am Roten Brühl 2 , 79211 Denzlingen",+49 7666 900090,+49 7666 9000999,Ralf.Kandziorra@kandziorra.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kandziorra-denzlingen.html,48.07928,7.87724
Erich Röll GmbH,"Am Sieltief 2 , 26919 Brake",+49 4401 93410,+49 4401 934120,claudia.rahlke@autohaus-roell.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-erich-roell-brake.html,53.3317,8.4576
Autohaus Hartl GmbH,"Robert-Koch-Straße 1 , 85391 Allershausen",+49 8166 8051,+49 8166 8331,info@autohaus-hartl.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hartl-allershausen.html,48.42992,11.5915
Autohaus Moser GmbH,"Rugetsweiler Straße 1 , 88326 Aulendorf",+49 7525 924010,+49 7525 9240120,philipp.moser@ah-moser.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-moser-aulendorf.html,47.94413,9.64326
Autohaus Kühne GmbH,"An den Steinenden 4 , 04916 Herzberg",+49 3535 40160,+49 3535 401616,herzberg@vw-kuehne.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kuehne-herzberg.html,51.676853,13.226683
Autohaus Barghorn GmbH,"Vareler Straße 32 , 26349 Jade",+49 4454 368,+49 4454 8200,info@autohaus-barghorn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-barghorn-jade.html,53.34013,8.18627
Autohaus Gehlert GmbH & Co.KG,"Tullastraße 82 , 79108 Freiburg",+49 761 510460,+49 761 5104652,info@gehlert.de,https://www.volkswagen.de/de/haendler-werkstatt/volkswagen-zentrum-freiburg.html,48.02907,7.8434725
Dannacker & Laudien GmbH,"Schlossring 48 , 21423 Winsen",+49 4171 7970,+49 4171 797600,vw.winsen@maz-gruppe.de,https://www.volkswagen.de/de/haendler-werkstatt/wolperding-automobile-winsen.html,53.356956,10.20227
Autohaus Gebr. Schwarte Leer GmbH,"Hauptstraße 79 , 26789 Leer",+49 491 977777,+49 491 9777766,schwarte.leer@nowag.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-gebr-schwarte-leer.html,53.23525,7.477661
Autohaus Am Tannenkamp GmbH & Co. KG,"Am Tannenkamp 91 , 26316 Varel",+49 4451 91100,+49 4451 911050,info@am-tannenkamp.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-am-tannenkamp-varel.html,53.36878,8.1271
Autohaus Knoller GmbH & Co. KG,"Fürstenfeldbrucker Straße 18 , 82272 Moorenweis",+49 8146 220,+49 8146 1553,info@autohaus-knoller.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-knoller-moorenweis.html,48.15457,11.08271
Autohaus Willi Klaus GmbH,"Gewerbering 2 , 14913 Jüterbog",+49 3372 41880,+49 3372 418820,info@autohaus-klaus.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-willi-klaus-jueterbog.html,52.004578,13.085724
Autohaus Wulf GmbH & Co. KG,"Leopoldsbrunnen 11a , 19303 Dömitz",+49 38758 24077,+49 38758 24067,info@auto-wulf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-wulf-doemitz.html,53.13357,11.28191
bhg Autohandelsgesellschaft mbH,"Lörracher Straße 4 , 79115 Freiburg",+49 761 49020,,vw-freiburg@bhg-mobile.de,https://www.volkswagen.de/de/haendler-werkstatt/bhg-autohandelsgesellschaft-freiburg.html,47.98428,7.82751
Auto & Service PIA GmbH,"Lechwiesenstraße 54 , 86899 Landsberg",+49 8191 91780,+49 8191 917840,info.landsberg@autoundservice.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-service-pia-landsberg.html,48.06924,10.85973
Autohaus Elitzsch GmbH,"Dresdner Straße 121 , 01640 Coswig",+49 3523 77020,+49 3523 75850,info-cos@auto-elitzsch.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-elitzsch-coswig.html,51.12687,13.56034
Autohaus Christl & Schowalter GmbH & Co. KG,"Haggertystraße 8 , 85356 Freising",+49 8161 99990,+49 8161 999980,info@christl-schowalter.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-christl-schowalter-freising.html,48.39648,11.77137
Anton Schmidinger OHG,"Ravensburger Straße 54 , 88368 Bergatreute",+49 7527 92120,+49 7527 921229,info@autohaus-schmidinger.de,https://www.volkswagen.de/de/haendler-werkstatt/anton-schmidinger-bergatreute.html,47.85165,9.74413
Karl-Heinz Timmann GmbH,"Süderquerweg 651 , 21037 Hamburg",+49 40 7375020,+49 40 73750226,info@autohaus-timmann.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-timmann-hamburg.html,53.42063,10.146139
Autohaus Braun GmbH & Co.,"Landshuter Straße 133 , 85368 Moosburg",+49 8761 66760,+49 8761 60846,info@ah-braun.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-braun-moosburg.html,48.46742,11.95724
Autohaus Wilhelm Neustadt e.K. Inh. Frank Neustadt,"Westbogen 2 , 04910 Elsterwerda",+49 3533 51910,+49 3533 519116,info@neustadt-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-wilhelm-neustadt-elsterwerda.html,51.46662,13.496
Autohaus Ernst Hahn GmbH,"Hauptstraße 37 , 88662 Überlingen",+49 7553 352,+49 7553 1497,ernst.hahn@autohaushahn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-ernst-hahn-ueberlingen.html,47.80262,9.23815
Autoforum Landshut GmbH,"Industriestraße 34 , 84030 Ergolding",+49 871 962620,+49 871 9626213,info@autoforum-landshut.de,https://www.volkswagen.de/de/haendler-werkstatt/autoforum-landshut-ergolding.html,48.55918,12.15792
Volkswagen Automobile Hamburg GmbH,"Großmoorbogen 1a , 21079 Hamburg",+49 40 766070,+49 40 76607103,info@volkswagen-hamburg.de,https://www.volkswagen.de/de/haendler-werkstatt/volkswagen-automobile-hamburg-grossmoorbogen.html,53.4625,10.012562
Autohaus Kurt Biller GmbH & Co. KG,"Hafnerhöhe 3 , 94234 Viechtach",+49 9942 94020,+49 9942 940299,viechtach@autohaus-biller.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kurt-biller-viechtach.html,49.07303,12.89057
Gohm + Graf Hardenberg GmbH,"Abigstraße 2 , 88662 Überlingen",+49 7551 80950,+49 7551 809555,info.ueb@grafhardenberg.de,https://www.volkswagen.de/de/haendler-werkstatt/gohm-graf-hardenberg-ueberlingen.html,47.77212,9.18665
Autohaus Luckenwalde GmbH,"Brandenburger Straße 36 , 14943 Luckenwalde",+49 3371 406610,+49 3371 406611,info@autohaus-luckenwalde.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-luckenwalde-luckenwalde.html,52.094242,13.164449
Autohaus Krüger GmbH,"Norsinger Straße 12 , 79189 Bad Krozingen",+49 7633 92690,+49 7633 16809,info@autohauskrueger.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-krueger-bad-krozingen.html,47.924164,7.706912
Emil Frey Küstengarage GmbH,"Curslacker Neuer Deich 72 , 21029 Hamburg",+49 40 725610,+49 40 7256139,Info.hamburg@kuestengarage.de,https://www.volkswagen.de/de/haendler-werkstatt/emil-frey-kuestengarage-hamburg.html,53.47639,10.20592
Autohaus Fähndrich GmbH,"Im Ösch 8 , 88299 Leutkirch",+49 7561 2300,+49 7561 7575,info@autohaus-faehndrich.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-faehndrich-leutkirch.html,47.79632,10.01602
Autohaus Wagner GmbH & Co. KG,"Hauptstraße 1 , 82211 Herrsching/Breitbrunn",+49 8152 98870,+49 8152 988729,autohaus.wagner@autohaus-wagner.info,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-wagner-herrsching-breitbrunn.html,48.03491,11.13539
Schmidt + Koch GmbH,"Stresemannstraße 122 , 27576 Bremerhaven",+49 471 5940,+49 471 59447,BHV@schmidt-und-koch.de,https://www.volkswagen.de/de/haendler-werkstatt/schmidt-koch-bremerhaven.html,53.55656,8.593464
Autohaus Kurt Biller e. K.,"Lamer Straße 17 , 93470 Lohberg",+49 9943 708,+49 9943 1332,post@autohaus-biller.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kurt-biller-lohberg.html,49.1699,13.09265
Autohaus Manikowski GmbH & Co. KG,"Van-Heukelum-Straße 13-15 , 27568 Bremerhaven",+49 471 954980,,bremerhaven@manikowski.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-manikowski-bremerhaven.html,53.563488,8.5746565
Adrian Glöckner Automobile GmbH,"Dohnaer Straße 103 a , 01219 Dresden",+49 351 404280,+49 351 4042830,info@gloeckner-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/adrian-gloeckner-automobile-dresden.html,51.01394,13.77413
Autohaus Wildi OHG,"Riedstraße 4 , 88677 Markdorf",+49 7544 95150,+49 7544 951521,info@auto-wildi.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-wildi-ohg-markdorf.html,47.716785,9.396539
Autohaus Müller OHG,"Dobberziner Straße 111 , 19348 Perleberg",+49 3876 79160,+49 3876 614524,marko.mueller@de759060.vapn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-mueller-perleberg.html,53.07615,11.87341
Autohaus Tack,"Petkumer Straße 223 , 26725 Emden",+49 4921 51361,+49 4921 56787,autohaustack@web.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-tack-emden.html,53.34571,7.22323
Autohaus Westend Gossler GmbH & Co. KG,"Westendstraße 219 , 80686 München",+49 89 5783730,+49 89 57837360,info@autohaus-westend.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-westend-gossler-muenchen.html,48.131035,11.519479
Autohaus Ressle e. K.,"Hauptstraße 10 , 86934 Ludenhausen",+49 8194 932160,+49 8194 932180,info@autohaus-ressle.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-ressle-ludenhausen.html,47.93464,10.96189
Autohaus Hunzinger GmbH,"Bundesstraße 3 , 79426 Buggingen",+49 7634 550990,+49 7634 5509955,buchhaltung@autohaus-hunzinger.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hunzinger-buggingen.html,47.8587,7.63907
Autohaus Hans Maier Neufinsing GmbH,"Erdinger Straße 10a , 85464 Neufinsing",+49 8121 7720,+49 8121 772199,info-nf@autohaus-maier.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hans-maier-neufinsing.html,48.22244,11.80377
IKR Richter Mobility GmbH,"Finsterwalder Straße 1-5 , 01979 Lauchhammer",+49 3574 78000,+49 3574 780039,mobility@ikr-richter.com,https://www.volkswagen.de/de/haendler-werkstatt/ikr-richter-mobility-lauchhammer.html,51.4755,13.73634
Hans Jürgen Osterkamp GmbH,"Auricher Straße 210 , 26721 Emden",+49 4921 94410,,info@osterkamp.vapn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hans-juergen-osterkamp-emden.html,53.38955,7.2082
Autohaus Oskar Bleicher GmbH & Co. KG,"Ravensburger Straße 25 - 27 , 88046 Friedrichshafen",+49 7541 70750,+49 7541 707533,info@autohaus-bleicher.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-oskar-bleicher-friedrichshafen.html,47.659813,9.49848
Autohaus Gebr. Schwarte Aurich GmbH,"Emder Straße 31 , 26607 Aurich",+49 4941 15100,+49 4941 15155,schwarte.aurich@nowag.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-gebr-schwarte-aurich.html,53.471188,7.46308
Autohaus Anton Ortner GmbH & Co. KG,"Gautinger Straße 5 , 82319 Starnberg",+49 8151 650510,+49 8151 6505140,starnberg@ortner-gruppe.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-anton-ortner-starnberg.html,48.0041,11.34955
MAHAG Automobilhandel und Service GmbH & Co. oHG,"Wasserburger Landstraße 7 , 81825 München",+49 89 4200020,+49 89 42000230,info.trudering@mahag.de,https://www.volkswagen.de/de/haendler-werkstatt/mahag-muenchen-trudering.html,48.121174,11.666467
Autohaus Armin Adler GmbH & Co. KG,"Ottendorf Nr. 10 , 01819 Bahretal (OT Ottendorf)",+49 35025 5600,+49 35025 56020,ah.adler@adler.vapn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-armin-adler-bahretal.html,50.89854,13.917079
Autohof Reimers GmbH,"Stawedder 17-21 , 25462 Rellingen",+49 4101 49080,+49 4101 490895,rellingen@autohof-reimers.de,https://www.volkswagen.de/de/haendler-werkstatt/autohof-reimers-rellingen.html,53.645992,9.832524
AVP Autoland GmbH & Co. KG,"Dr.-Wandinger-Straße 7 , 94447 Plattling",+49 9931 7090,+49 9931 709519,plattling@avp-autoland.de,https://www.volkswagen.de/de/haendler-werkstatt/avp-autoland-plattling.html,48.78426,12.849464
Autohaus Franke GmbH & Co. KG Radeberg,"An der Ziegelei 11 , 01454 Radeberg",+49 3528 48200,+49 3528 482050,radeberg@autohaus-franke.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-franke-radeberg.html,51.129513,13.913274
Autohaus Hildesheim GmbH & Co. KG,"Wöbbeliner Straße 90 , 19288 Ludwigslust",+49 3874 42520,+49 3874 29024,info@autohaus-hildesheim.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hildesheim-ludwigslust.html,53.335857,11.495805
Autohaus Schubnell OHG,"Bundesstraße 60 , 79669 Zell-Atzenbach",+49 7625 515,,info@autohaus-schubnell.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schubnell-ohg-zell-atzenbach.html,47.71604,7.87401
Autohaus Egon Schumacher GmbH & Co. KG,"Speckenstraße 54 , 27639 Wurster Nordseeküste",+49 4742 423,+49 4742 8942,m.vogel@schumacher-dorum.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-egon-schumacher-wurster-nordseekueste.html,53.68751,8.57859
Petschallies Poppenbüttel GmbH,"Poppenbüttler Hauptstraße 13 , 22399 Hamburg",+49 40 6068800,+49 40 60688055,poppenbuettel@petschallies.de,https://www.volkswagen.de/de/haendler-werkstatt/petschallies-poppenbuettel-hamburg.html,53.66224,10.0869
Stoll GmbH,"Porschestraße 1 , 79761 Waldshut-Tiengen",+49 7741 60000,+49 7741 600021,tiengen@stoll-automotive.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-stoll-waldshut-tiengen.html,47.62963,8.26765
Autohaus Heuberger GmbH Niederlassung Bernbeuren,"Schongauer Straße 14 , 86975 Bernbeuren",+49 8860 91920,+49 8860 919210,mail@autohaus-heuberger.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-heuberger-niederlassung-bernbeuren.html,47.74046,10.77927
Autohaus Franke GmbH & Co. KG Pulsnitz,"Kamenzer Straße 10 , 01896 Pulsnitz",+49 35955 4870,+49 35955 48750,pulsnitz@autohaus-franke.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-franke-pulsnitz.html,51.1872,14.014838
Autohaus Tiedemann GmbH & Co. KG,"Otto-Hahn-Straße 5 , 25337 Elmshorn",+49 4121 261290,+49 4121 26129203,service@autohaus-tiedemann.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-tiedemann-elmshorn.html,53.7458,9.68769
Ing. W. Riemer GmbH & Co. KG,"Alt-Möllner-Str. 14-18 , 23879 Mölln",+49 4542 80900,+49 4542 809025,info@riemer-moelln.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-ing-w-riemer-moelln.html,53.62425,10.6801
BaderMainzl GmbH & Co. KG,"Hans-Urmiller-Ring 40 , 82515 Wolfratshausen",+49 8171 1609100,+49 8171 1609191,service.wolfratshausen@autowelt-bader.de,https://www.volkswagen.de/de/haendler-werkstatt/badermainzl-wolfratshausen.html,47.90075,11.4286785
Autohaus Tröndle GmbH,"Gündenhausen 34 , 79650 Schopfheim",+49 7622 39900,+49 7622 399040,info@autohaus-troendle.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-troendle-schopfheim.html,47.64711,7.809383
Autohaus Ebersberg GmbH & Co. KG,"Gewerbepark Nord-Ost 2 - 4 , 85560 Ebersberg",+49 8092 8291510,+49 8092 8291150,vw@autohaus-ebersberg.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-ebersberg.html,48.09524,11.96527
Automobile Zossen GmbH,"Zülowstraße 1 , 15827 Blankenfelde-Mahlow OT Dahlewitz",+49 33708 5270,+49 33708 527299,,https://www.volkswagen.de/de/haendler-werkstatt/automobile-zossen-blankenfelde-mahlow.html,52.3178,13.44757
Autohaus Ursula Ott Inh. Karl-Heinz Büchelin,"Rheinstraße 23 , 79588 Efringen-Kirchen",+49 7628 942360,+49 7628 9423620,info@auto-ott.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-ursula-ott-efringen-kirchen.html,47.68569,7.5228
Automobile Libera GmbH,"Säntisstr. 51 - 57 , 12277 Berlin",+49 30 7431041,+49 30 7433253,info@automobile-libera.de,https://www.volkswagen.de/de/haendler-werkstatt/automobile-libera-berlin.html,52.41908,13.38913
Friedrich Thiele OHG,"Sophie-Charlotten-Straße 7 , 14059 Berlin",+49 30 3267600,,,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-friedrich-thiele-berlin.html,52.52147,13.2853565
Autohaus Karl Vetter GmbH,"Hauptstraße 70 , 27478 Cuxhaven",+49 4723 3320,+49 4723 4445,Autohaus.Karl.Vetter@T-Online.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-vetter-cuxhaven.html,53.82065,8.66469
Autohaus Eihusen & Wilken GmbH & Co. KG,"Gewerbestraße 38 , 26506 Norden",+49 4931 93970,+49 4931 939744,norden@eihusen-wilken.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-eihusen-wilken-norden.html,53.604965,7.1816254
bhg Autohandelsgesellschaft mbH Süd,"Wiesentalstraße 30 - 31 , 79540 Lörrach",+49 7621 15090,,vw-loerrach@bhg-mobile.de,https://www.volkswagen.de/de/haendler-werkstatt/bhg-autohandelsgesellschaft-loerrach.html,47.60472,7.65292
Seitz + Mayr GmbH + Co. KG,"Illerstraße 19 , 87527 Sonthofen",+49 8321 66560,+49 8321 665629,info@seitz-mayr.de,https://www.volkswagen.de/de/haendler-werkstatt/seitz-mayr-sonthofen.html,47.522446,10.263054
Gebr. Ahnefeld GmbH & Co. KG,"Schwarzer Weg 1 , 19370 Parchim",+49 3871 63100,+49 3871 631011,parchim@autohaus-ahnefeld.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-ahnefeld-parchim.html,53.427788,11.8180065
Autohaus Jensen Wittstock GmbH,"Hamburger Straße 1 , 16909 Wittstock",+49 3394 404710,+49 3394 4047147,info@autohaus-wittstock.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-jensen-wittstock.html,53.1571,12.45298
Michael Krammer,"Regener Straße 116 , 94513 Schönberg",+49 8554 944900,+49 8554 9449029,serviceanfrage@krammer-schoenberg.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-michael-krammer-schoenberg.html,48.85177,13.32522
Senger Holstein GmbH,"Hamburger Straße 85 , 23843 Bad Oldesloe",+49 4531 89990,+49 4531 899999,info.bad-oldesloe@auto-senger.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-senger-bad-oldesloe.html,53.80341,10.36276
Auto-Zellmann GmbH,"Rudower Straße 25 - 29 , 12524 Berlin",+49 30 6797210,+49 30 6733004,info@auto-zellmann.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-zellmann-berlin.html,52.42281,13.52756
Hans Laatzig Automobile GmbH,"Eichhorster Weg 91 , 13435 Berlin",+49 30 4090030,+49 30 40398217,info@laatzig.de,https://www.volkswagen.de/de/haendler-werkstatt/hans-laatzig-automobile-berlin.html,52.602943,13.334898
Eskildsen GmbH & Co. KG,"Eddelaker Straße 131 , 25541 Brunsbüttel",+49 4852 6016,+49 4852 6291,info@eskildsen.sh,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-eskildsen-brunsbuettel.html,53.90914,9.14267
Autohaus Otto Schwadtke e.K.,"Leibscher Hauptstraße 36 , 15910 Unterspreewald OT Leibsch",+49 35473 8880,+49 35473 692,info.LE@autohaus-schwadtke.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-otto-schwadtke-unterspreewald.html,52.082413,13.87238
AWUS mobile GmbH & Co. KG,"Bremsweg 1 , 19057 Schwerin",+49 385 48030,+49 385 4803129,schwerin@awus-mobile.de,https://www.volkswagen.de/de/haendler-werkstatt/awus-mobile-schwerin.html,53.647434,11.351082
Autohaus Osterer GmbH,"Deggendorfer Straße 21 , 94535 Eging",+49 8544 970770,+49 8544 9707750,anfrage@autohaus-osterer.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-osterer-eging.html,48.71463,13.2665
Autohaus Rinner GmbH,"Demmeljochstraße 50 , 83646 Bad Tölz",+49 8041 789510,+49 8041 789522,info@autohaus-rinner.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-rinner-bad-toelz.html,47.749165,11.564963
Autohaus Lau GmbH,"Hauptstraße 110 , 23627 Groß Grönau",+49 4509 70700,+49 4509 707070,info@autohaus-lau.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-lau-gross-groenau.html,53.813072,10.741937
Autohaus Weingärtner GmbH & Co. KG,"Tölzer Straße 15 , 83666 Waakirchen",+49 8021 88980,+49 8021 7490,info@autohaus-weingaertner.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-weingaertner-waakirchen.html,47.7713,11.67209
VAAL Autohaus Lauermann GmbH,"Zittauer Straße 1a , 02689 Sohland",+49 35936 3190,+49 35936 31919,verkauf@auto-lauermann.de,https://www.volkswagen.de/de/haendler-werkstatt/vaal-autohaus-lauermann-sohland.html,51.055965,14.43081
Autohaus Weingärtner Miesbach GmbH & Co. KG,"Strass 1 , 83714 Miesbach",+49 8025 991810,+49 8025 9918119,info@autohaus-weingaertner.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-weingaertner-miesbach.html,47.78217,11.832542
Autohaus Bautzen Ost GmbH,"Malschwitzer Straße 1 , 02625 Bautzen",+49 3591 21770,+49 3591 2177409,info@volkswagen-bautzen.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-bautzen-ost.html,51.18922,14.453249
Ludwig Wallner GmbH,"Kufsteiner Straße 72 , 83026 Rosenheim",+49 8031 21810,+49 8031 2181111,info@volkswagen-rosenheim.de,https://www.volkswagen.de/de/haendler-werkstatt/ludwig-wallner-rosenheim.html,47.84618,12.123881
Autohaus Platzer & Wimmer GmbH,"Goldener Steig 40 , 94116 Hutthurm",+49 8505 90000,+49 8505 900080,Info@Platzer-Wimmer.de,https://www.volkswagen.de/de/haendler-werkstatt/platzer-wimmer-hutthurm.html,48.66701,13.48448
Autohaus Höhentinger GmbH,"Breiteicher Straße 30 , 83064 Raubling",+49 8035 9637660,+49 8035 96376637,a.h@vw-hoehentinger.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hoehentinger-raubling.html,47.80753,12.11646
Schmidt & Hoffmann Neumünster GmbH & Co.KG,"Altonaer Straße 111 , 24539 Neumünster",+49 4321 94940,+49 4321 43230,info@vw-nms.de,https://www.volkswagen.de/de/haendler-werkstatt/schmidt-hoffmann-neumuenster.html,54.06161,9.9833
